headline,title,text,
"The existing garbage disposal system in India consists of unclassified waste collected from homes. Biodegradable waste is used to generate power, enrich soil and act as food to animals. This process does not harm the earth making it valuable, ecologically safe and helps us to protect our environment.",FRIENDLY WASTE SEGREGATION USING DEEP LEARNING,"Recent enforcement of law by the Indian government for the welfare of sanitation workers has raised the need for an automated system in waste management. The existing garbage disposal system in India consists of unclassified waste collected from homes which are then segregated at a station manually. This segregation of solid waste done by manual labor can bring about many health hazards for the waste sorters in addition to being less efficient, time consuming and not completely feasible due to their large amount. In our paper, we have proposed an automated recognition system using Deep learning algorithm in Artificial Intelligence to classify objects as biodegradable and non-biodegradable, where the system once trained with an initial dataset, can identify objects real-time and classify them almost accurately. Biodegradable waste is used to generate power, enrich soil and act as food to animals. This process does not harm the earth making it valuable, ecologically safe and helps us to protect our environment, rich ecosystem and human inhabitants in future.", 
"Reusing the previously generated plans instead of generating new plans for new queries is an efficient technique for query processing. We've introduced a multi-objective automatic query plan recommendation method, a combination of incremental DBSCAN and NSGA-II. By comparing different types of query workloads we've found that the introduced method outperforms the other well-known approaches.",An automatic clustering technique for query plan recommendation,"The query optimizer is responsible for identifying the most efficient Query Execution Plans (QEP’s). The distributed database relations may be kept in several places. These results in a dramatic increase in the number of alternative query’ plans. The query optimizer cannot exhaustively explore the alternative query plans in a vast search space at reasonable computational costs. Henceforth, reusing the previously generated plans instead of generating new plans for new queries is an efficient technique for query processing. To improve the accuracy of clustering, we’ve rewritten the queries to standardize their structures. Furthermore, TF representation schema has been used to convert the queries into vectors. In this paper, we’ve introduced a multi-objective automatic query plan recommendation method, a combination of incremental DBSCAN and NSGA-II. The quality of the results of incremental DBSCAN has been influenced by Minpts (minimum points) and Eps (epsilon). Two cluster validity indices, Dunn index and Davies–Bouldin index, have simultaneously been optimized to calculate the goodness of an answer. Comparative results have been shown against the incremental DBSCAN and K-means regarding an external cluster validity index, namely, the ARI. By comparing different types of query workloads, we’ve found that the introduced method outperforms the other well-known approaches.", 
Manual summarization requires much human effort and time. For this reason automatic text summarization is introduced which saves the legal expert time. The summarization task involves the identification of rhetorical roles presenting the sentences of a legal judgement document.,An Automatic Legal Document Summarization and Search Using Hybrid System,In this paper we propose a hybrid system for automatic text summarization and automatic search task related to legal documents in the legal domain. Manual summarization requires much human effort and time. For this reason automatic text summarization is introduced which saves the legal expert time. The summarization task involves the identification of rhetorical roles presenting the sentences of a legal judgement document. The search task involves the identification of related past cases as per the given legal query. For these two tasks we have introduced hybrid system which is the combination of different techniques. The techniques involved in our hybrid system are keyword or key phrase matching technique and case based technique. We have implemented and tested and required results are produced., 
Developers need to know more about characteristics and types of residual vulnerabilities in systems to adopt suitable countermeasures in current and next versions. We propose an automatic vulnerability classification framework based on conditions that activate vulnerabilities. We evaluate the effectiveness of the classification by analysing 580 software security defects of the Firefox project.,An Automatic Software Vulnerability Classification,"Security defects are common in large software systems because of their size and complexity. Although efficient development processes, testing, and maintenance policies are applied to software systems, there are still a large number of vulnerabilities that can remain, despite these measures. Developers need to know more about characteristics and types of residual vulnerabilities in systems to adopt suitable countermeasures in current and next versions. We propose an automatic vulnerability classification framework based on conditions that activate vulnerabilities with the goal of helping developers to design appropriate corrective actions (the most costly part of the development and maintenance phases). Different machine learning techniques (Random Forest, C4.5 Decision Tree, Logistic Regression, and Naive Bayes) are employed to construct a classifier with the highest F-measure in labelling an unseen vulnerability by the framework. We evaluate the effectiveness of the classification by analysing 580 software security defects of the Firefox project. The achieved results show that C4.5 Decision Tree is able to identify the category of unseen vulnerabilities with 69% F-measure.", 
This paper proposes an automated technique for single document summarization which combines content-based and graph-based approaches. We introduce the Hopfield Network algorithm as a technique for ranking text segments.,An Automatic Text Summarization Approach using Content-Based and Graph-Based Characteristics,"The continuing growth of World Wide Web and on-line text collections makes a large volume of information available to users. Automatic text summarization allows users to quickly understand documents. In this paper, we propose an automated technique for single document summarization which combines content-based and graph-based approaches and introduce the Hopfield Network algorithm as a technique for ranking text segments. A series of experiments are performed using the DUC collection and a Thai-document collection. The results show the superiority of the proposed technique over reference systems, in addition the Hopfield Network algorithm on undirected graph is shown to be the best text segment ranking algorithm in the study.", 
"This paper proposes a better approach for text summarization using lexical chaining and correlation of sentences. Lexical chains are created using Wordnet . The score of each Lexical chain is calculated based on keyword strength, Tf-idf & other features.",An automatic text summarization using lexical cohesion and correlation of sentences,"Due to substantial increase in the amount of information on the Internet, it has become extremely difficult to search for relevant documents needed by the users. To solve this problem, Text summarization is used which produces the summary of documents such that the summary contains important content of the document. This paper proposes a better approach for text summarization using lexical chaining and correlation of sentences. Lexical chains are created using Wordnet . The score of each Lexical chain is calculated based on keyword strength, Tf-idf & other features. The concept of using lexical chains helps to analyze the document semantically and the concept of correlation of sentences helps to consider the relation of sentence with preceding or succeeding sentence. This improves the quality of summary generated.", 
Machine text summarization is of necessary with the existing of the enormous amount of popular articles. This work evaluates the latent semantic analysis technique to summarize popular articles.,An automatic text summarization using text features and singular value decomposition for popular articles in Indonesia language,"The machine text summarization is of necessary with the existing of the enormous amount of popular articles. This work evaluates the latent semantic analysis technique to summarize popular articles in Indonesia language. The summarization performance are evaluated with respect to precision, recall, and F-measure. As results, the performance seems to be reasonably high particularly when the summarization level is 50%.",  
Automatic text summarization allows users to quickly understand documents. We propose an automated technique for single document summary extraction in Thai language. We introduce the Topic Sensitive PageRank algorithm for ranking text segments.,An Automatic Thai Text Summarization Using Topic Sensitive PageRank,"The continuing growth of World Wide Web and on-line text collections makes a large volume of information available to users. Automatic text summarization allows users to quickly understand documents. In this paper, we propose an automated technique for single document summary extraction in Thai language which combines content-based and graph-based features and introduce the Topic Sensitive PageRank algorithm as a technique for ranking text segments. A series of experiments are performed using a Thai document collection. The results show the superiority of the proposed technique over reference systems.", 
An EEG signal classification method based on sparse auto-encoders and support vector machine (SVM) is proposed to greatly reduce the sample rate and enhance the efficiency of the vision detection. The classification rates in this work outperform the current state-of-the-art EEG seizure detection methods.,An EEG Signal Classification Method based on Sparse Auto-Encoders and Support Vector Machine,"EEG signals, recording abnormal discharge of neurons in the brain, are widely used in epilepsy detection. In this paper, an EEG signal classification method based on sparse auto-encoders (SAE) and support vector machine (SVM) is proposed to greatly reduce the sample rate and enhance the efficiency of the vision detection. In practical application, sparse auto-encoder can get all the significant information at lower sample rate than sampled by Nyquist sampling principle. Due to this, it is widely used to extract higher layer features automatically. With the latter, it is used to obtain the high-dimensional pattern information of EEG signals, and map the input mode space into corresponding sparse space. This approach is precise enough to each sampling point rather than the conventional time window in the current researches and also has a better classification speed in comparison to other conventional methods. In order to ensure good classification rates (100%) for the EEG database, SVM is used to construct the generalized optimal classification hyper plane. Experimental result demonstrate that the classification rates in this work outperform the current state-of-the-art EEG seizure detection methods.", 
"Proposed approach is query based news article summarization. Results from web based on user query are filtered and refined and then result is directed to user. Keywords are the index terms that contain the most important information. The summarization technique identifies different features like thematic terms, named entity, title terms, numbers etc.",An Effective Approach for News Article Summarization,"Information on the World Wide Web and in other electronic form is increasing tremendously. Therefore there is a need for some form of information compression which can be achieved by various mining tasks like classification, clustering and summarization that help in understanding the information. Large amount of web content is news. News websites are daily overwhelmed with plenty of news articles. This paper presents an effective approach for single document news article summarization to help people obtain the most important information in the shortest time. The proposed approach is query based news article summarization. The results from web based on user query are filtered and refined and then result is directed to user. The technique used for summarization is keyword based extractive summarization. Keywords are the index terms that contain the most important information. The summarization technique identifies different features like thematic terms, named entity, title terms, numbers etc., that are relevant to news articles to construct keyword table. This knowledge base is then used to score sentences and then top ranked sentences are presented as summary to the user. For evaluation of summary generated, extrinsic technique by question answering system is used. The purpose of using this evaluation technique is to test if the summary can be used instead of original document while preserving the overall importance of the document i.e. can summary covers all the important information of the document.", 
Proposed method combines two consecutive sentences into a bi-gram pseudo sentence. contextual information is applied to statistical sentence-extraction techniques. The proposed method showed better performance than other sentence- Extraction methods in both single- and multi-document summarization.,An effective sentence-extraction technique using contextual information and statistical approaches for text summarization,"This paper proposes an effective method to extract salient sentences using contextual information and statistical approaches for text summarization. The proposed method combines two consecutive sentences into a bi-gram pseudo sentence so that contextual information is applied to statistical sentence-extraction techniques. Salient bi-gram pseudo sentences are first selected by the statistical sentence-extraction techniques, and then each selected bi-gram pseudo sentence is separated into two single sentences. The second sentence-extraction task for the separated single sentences is performed to make a final text summary. Because the proposed method uses the contextual information with the bi-gram pseudo sentences and combines the statistical sentence-extraction techniques effectively, it can achieve high performance. As a result, the proposed method showed better performance than other sentence-extraction methods in both single- and multi-document summarization.", 
"This study proposes an efficient neural network with convolutional layers to classify significantly class-imbalanced clinical data. The data is curated from the National Health and Nutritional Examination Survey (NHANES) The goal is to predict the occurrence of Coronary Heart Disease (CHD) Despite a high class imbalance in the NHANES dataset, the investigation confirms that our proposed CNN architecture has the classification power of 77% to correctly classify the presence of CHD.",An Efficient Convolutional Neural Network for Coronary Heart Disease Prediction,"This study proposes an efficient neural network with convolutional layers to classify significantly class-imbalanced clinical data. The data is curated from the National Health and Nutritional Examination Survey (NHANES) with the goal of predicting the occurrence of Coronary Heart Disease (CHD). While the majority of the existing machine learning models that have been used on this class of data are vulnerable to class imbalance even after the adjustment of class-specific weights, our simple two-layer CNN exhibits resilience to the imbalance with fair harmony in class-specific performance. Given a highly imbalanced dataset, it is often challenging to simultaneously achieve a high class 1 (true CHD prediction rate) accuracy along with a high class 0 accuracy, as the test data size increases. We adopt a two-step approach: first, we employ least absolute shrinkage and selection operator (LASSO) based feature weight assessment followed by majority-voting based identification of important features. Next, the important features are homogenized by using a fully connected layer, a crucial step before passing the output of the layer to successive convolutional stages. We also propose a training routine per epoch, akin to a simulated annealing process, to boost the classification accuracy. Despite a high class imbalance in the NHANES dataset, the investigation confirms that our proposed CNN architecture has the classification power of 77% to correctly classify the presence of CHD and 81.8% to accurately classify the absence of CHD cases on a testing data, which is 85.70% of the total dataset. This result signifies that the proposed architecture can be generalized to other studies in healthcare with a similar order of features and imbalances. While the recall values obtained from other machine learning methods, such as SVM and random forest, are comparable to that of our proposed CNN model, our model predicts the negative (Non-CHD) cases with higher accuracy. Our model architecture exhibits a way forward to develop better investigative tools, improved medical treatment and lower diagnostic costs by incorporating a smart diagnostic system in the healthcare system. The balanced accuracy of our model (79.5%) is also better than individual accuracies of SVM or random forest classifiers. The CNN classifier results in high specificity and test accuracy along with high values of recall and area under the curve (AUC).", 
"Conventional forward error correction (FEC) codes can not provide two lighting related features, dimming support and flicker mitigation. The proposed scheme can have a twice higher transmission efficiency than the existing schemes. At a dimming ratio of 25% or 75%, the coding gain of the proposed scheme is about 4.6dB and 1.4dB higher than that of the Reed-Solomon (RS) codes-based scheme.",An Efficient Flicker-free FEC Coding Scheme for Dimmable Visible Light Communication Based on Polar Codes,"Visible light communication (VLC) can provide short-range optical wireless communication together with illumination using LED lightings. Since conventional forward error correction (FEC) codes can not provide two lighting related features, dimming support and flicker mitigation, the existing coding schemes for reliable VLC usually rely on auxiliary coding techniques, which cause a complicated structure and a low transmission efficiency. In this paper, based on polar codes, an efficient and flicker-free FEC coding scheme for dimmable VLC is proposed to increase the transmission efficiency and simplify the coding structure. Taking advantages of polar codes’ recursive encoding structure, the proposed scheme can guarantee the equal probability and the short runs of 1s and 0s for arbitrary code rate without extra coding components. Numerical results show that the proposed scheme can have a twice higher transmission efficiency than the existing schemes. Furthermore, at a dimming ratio of 25% or 75%, the coding gain of the proposed scheme is about 4.6 dB and 1.4 dB higher than that of the Reed-Solomon (RS) codes-based scheme and the LDPC codes-based scheme, respectively.", 
Service discovery is known as one of the fundamental components in vehicular networks. A proper framework has been presented in this paper for the optimal service discovery in an urban area. The query success rate and overheads of updating service information improved by benefits of P2P network and infrastructure nodes.,An efficient infrastructure based service discovery in vehicular networks using P2P structures,"Service discovery is known as one of the fundamental components in vehicular networks. Intelligent transportation systems performance improves by the availability of efficient service discovery solutions in vehicular networks. Nonetheless, some challenges such as network partitioning and vehicular congestion reduce the efficiency of these components. Additionally, most of the presented solutions are suffering from the low query success rate and high overhead of service information updates. A proper framework has been presented in this paper for the optimal service discovery in an urban area. Considering related framework, a binary integer programming model has been proposed for optimal infrastructure placement in urban areas and a peer-to-peer (P2P) network which is created on infrastructure nodes. The query success rate and overheads of updating service information improved by benefits of P2P network and infrastructure nodes. In framework evaluation, an Infrastructure-based location service discovery mechanism has been presented in urban areas. The simulation results showed an improvement in performance of the given solution in comparison with the most recent other solutions.", 
"A patient monitoring scheme intended for heart patients utilizing IoT centered Deep Learning Modified Neural Network (DLMNN) is proposed to assist in the HD diagnosis, and medication is given accordingly. This proposed technique is executed via '3' steps: I)Authentication, ii) Encryption, and ii) Classification. The classified outcomes comprise '2'types of data: i) normal and ii) abnormal. It denotes the patient's heart condition and if the outcome is abnormal, an alert text is passed to the physician.",An Efficient IoT-Based Patient Monitoring and Heart Disease Prediction System Using Deep Learning Modified Neural Network,"The leading causes of death worldwide are chronic illnesses suchlike diabetes, Heart Disease (HD), cancer as well as chronic respiratory malady. It is remarkably intricate to diagnose HD with disparate symptoms or features. With the augmentation in popularity of smart wearable gadgets, a chance to render an Internet of Things (IoT) solution has turned out to be more. Unfortunately, the survival rates are low for the people suffering from sudden heart attacks. Consequently, a patient monitoring scheme intended for heart patients utilizing IoT centered Deep Learning Modified Neural Network (DLMNN) is proposed to assist in the HD diagnosis, and medication is given accordingly. This proposed technique is executed via ‘3’ steps: I) Authentication, ii) Encryption, and iii) Classification. First, by utilizing the substitution cipher (SC) together with the SHA-512, the heart patient of the specific hospital is authenticated. Subsequently, the wearable IoT sensor device, which is fixed to the patient’s body, concurrently transmits the sensor data to the cloud. This sensor data is encrypted and securely transmitted to the cloud utilizing the PDH-AES technique. After that, the encrypted data is finally decrypted, and by employing the DLMNN classifier, the classification is done. The classified outcomes comprise ‘2’types of data: i) normal and ii) abnormal. It denotes the patient’s heart condition and if the outcome is abnormal, an alert text is passed to the physician for treating the patient. The investigational outcomes are estimated and the DLMNN for HD diagnosis shows improvement as compared to existing algorithms. Additionally, the proposed PDH-AES used in support of secure data transmission results in the highest level of security i.e. 95.87%, and it is achieved in the lowest time for encryption along with decryption when weighted against the existent AES.", 
"High frequency components of EEG signal can provide accommodating data for enhancing the classification performance of the mental task-based BCI. Instead of using autoregressive (AR) parameters considering AR modeling of EEG data, reflection coefficients obtained from EEG signal are proposed as potential features. It is found that the proposed scheme can classify mental tasks with a very high level of accuracy as well as low time complexity.",An efficient scheme for mental task classification utilizing reflection coefficients obtained from autocorrelation function of EEG signal,"Classification of different mental tasks using electroencephalogram (EEG) signal plays an imperative part in various brain– computer interface (BCI) applications. In the design of BCI systems, features extracted from lower frequency bands of scalp-recorded EEG signals are generally considered to classify mental tasks and higher frequency bands are mostly ignored as noise. However, in this paper, it is demonstrated that high frequency components of EEG signal can provide accommodating data for enhancing the classification performance of the mental task-based BCI. Instead of using autoregressive (AR) parameters considering AR modeling of EEG data, reflection coefficients obtained from EEG signal are proposed as potential features. From a given frame of EEG data, reflection coefficients are directly extracted by using the autocorrelation values in a recursive fashion, which avoids matrix inversion and computation of AR parameters. Use of reflection coefficients not only provides an effective feature vector for EEG signal classification but also offers very low computational burden. Support vector machine classifier is deployed in leave-one-out cross-validation manner to carry out classification process. Extensive simulation is done on an openly accessible dataset containing five different mental tasks. It is found that the proposed scheme can classify mental tasks with a very high level of accuracy as well as low time complexity in contrast with some of the existing strategies.", 
"An automatic, generic, and extractive Arabic single document summarizing method aims at producing a sufficiently informative summary. The proposed extractive method evaluates each sentence based on a combination of statistical and semantic features. Two summarizing techniques including score-based and supervised machine learning were employed to produce the summary.",An efficient single document Arabic text summarization using a combination of statistical and semantic features,"The exponential growth of online textual data triggered the crucial need for an effective and powerful tool that automatically provides the desired content in a summarized form while preserving core information. In this paper, we propose an automatic, generic, and extractive Arabic single document summarizing method aiming at producing a sufficiently informative summary. The proposed extractive method evaluates each sentence based on a combination of statistical and semantic features in which a novel formulation is used taking into account sentence importance, coverage and diversity. Further, two summarizing techniques including score-based and supervised machine learning were employed to produce the summary and then assist leveraging the designed features. We demonstrate the effectiveness of the proposed method through a set of experiments under EASC corpus using ROUGE measure. Compared to some existing related work, the experimental evaluation shows the strength of the proposed method in terms of precision, recall, and F-score performance metrics.", 
This paper proposes an automatic method to generate an extractive summary of Vietnamese documents related to a common topic. It models text documents as weighted undirected graphs. Sentences are ranked according to their salient scores and selected based on Maximal marginal relevance.,An Efficient Vietnamese Text Summarization Approach Based on Graph Model,"This paper proposes an automatic method to generate an extractive summary of multiple Vietnamese documents which are related to a common topic by modeling text documents as weighted undirected graphs. It initially builds undirected graphs with vertices representing the sentences of documents and edges indicate the similarity between sentences. Then, by adopting PageRank algorithm, we can generate salient scores for sentences. Sentences are ranked according to their salient scores and selected based on Maximal marginal relevance to form the summaries. These summaries are combined and applied the same process one more time to form the final extractive summary of the document set. A series of experiments are performed on Vietnamese news articles. The results demonstrate the effectiveness of the proposed technique over reference systems.", 
"Electroencephalography (EEG) is the process of recording brain signals that generate due to a small amount of electric discharge in brain. In every minute, analysis of EEG signal can solve much neurological disorders like epilepsy.",An Empirical Analysis of Training Algorithms of Neural Networks-A Case Study of EEG Signal Classification Using Java Framework,"With the pace of modern lifestyle, about 40–50 million people in the world suffer from epilepsy—a disease with neurological disorder. Electroencephalography (EEG) is the process of recording brain signals that generate due to a small amount of electric discharge in brain. This may occur due to the information flow among several neurons. Therefore, in every minute, analysis of EEG signal can solve much neurological disorders like epilepsy. In this paper, a systematic procedure for analysis and classification of EEG signal is discussed for identification of epilepsy in a human brain. The analysis of EEG signal is made through a series of steps from feature extraction to classification. Feature extraction from EEG signal is done through discrete wavelet transform (DWT), and the classification task is carried out by MLPNN based on supervised training algorithms such as backpropagation, resilient propagation (RPROP), and Manhattan update rule. Experimental study in a Java platform confirms that RPROP trained MLPNN to classify EEG signal is promising as compared to back-propagation or Manhattan update rule trained MLPNN.", 
"TextRank has been used in a wide variety of commercial applications, including text classification, information retrieval and clustering. In these applications, the parameters of TextRank are set roughly, which might affect the effectiveness of returned results. In this work, we conduct an empirical study on TextRank, towards finding optimal parameter settings for keyword extraction.",An Empirical Study of TextRank for Keyword Extraction,"As a typical keyword extraction technology, TextRank has been used in a wide variety of commercial applications, including text classification, information retrieval and clustering. In these applications, the parameters of TextRank, including the co-occurrence window size, iteration number and decay factor, are set roughly, which might affect the effectiveness of returned results. In this work, we conduct an empirical study on TextRank, towards finding optimal parameter settings for keyword extraction. The experiments are done in Hulth2003 and Krapivin2009 datasets, which are two real datasets. We first remove the stop word by an open published English stop word list XPO6. And then, we extract the word stems by Porter Stemmer. Porter Stemmer is a tool which can find the stems of words with multiple variants, discard redundant information, strengthen the filtering effect, and extract the effective features of the text fully. We carry out extensive experiments to evaluate the effects of the parameters to keywords extraction, and evaluate the effectiveness of corresponding results by Precision, Recall and Accuracy. Experimental results show that TextRank shows the best performance when setting co-occurrence window size w D 3, iteration number t D 20, decay factor c D 0:9 and rank k D 10 respectively, and the results are independent of the text length.", 
"A significant amount of text to be analyzed nowadays is Web data, often from social media. How do standard pretrained language models generalize and capture peculiarities of short, informal and frequently automatically generated text found in social media? We focus on bot detection in Twitter as our evaluation task.",An Empirical study on Pre-trained Embeddings and Language Models for Bot Detection,"Fine-tuning pre-trained language models has significantly advanced the state of art in a wide range of downstream NLP tasks. Usually, such language models are learned from large and well-formed text corpora from e.g. encyclopedic resources, books or news. However, a significant amount of the text to be analyzed nowadays is Web data, often from social media. In this paper we consider the research question: How do standard pretrained language models generalize and capture the peculiarities of rather short, informal and frequently automatically generated text found in social media? To answer this question, we focus on bot detection in Twitter as our evaluation task and test the performance of fine-tuning approaches based on language models against popular neural architectures such as LSTM and CNN combined with pretrained and contextualized embeddings. Our results also show strong performance variations among the different language model approaches, which suggest further research.", 
"The work aims at automatic identification of various sleep stages like, sleep stages 1, 2, slow wave sleep (sleep stages 3 and 4), REM sleep and wakefulness from single channel EEG signal. The proposed ensemble SVM-based method could be used as an efficient and cost-effective method for sleep staging.",An ensemble system for automatic sleep stage classification using single channel EEG signal,"The present work aims at automatic identification of various sleep stages like, sleep stages 1, 2, slow wave sleep (sleep stages 3 and 4), REM sleep and wakefulness from single channel EEG signal. Automatic scoring of sleep stages was performed with the help of pattern recognition technique which involves feature extraction, selection and finally classification. Total 39 numbers of features from time domain, frequency domain and from non-linear analysis were extracted. After extraction of features, SVM based recursive feature elimination (RFE) technique was used to find the optimum number of feature subset which can provide significant classification performance with reduced number of features for the five different sleep stages. Finally for classification, binary SVMs were combined with one-against-all (OAA) strategy. Careful extraction and selection of optimum feature subset helped to reduce the classification error to 8.9% for training dataset, validated by k-fold cross-validation (CV) technique and 10.61% in the case of independent testing dataset. Agreement of the estimated sleep stages with those obtained by expert scoring for all sleep stages of training dataset was 0.877 and for independent testing dataset it was 0.8572. The proposed ensemble SVM-based method could be used as an efficient and cost-effective method for sleep staging with the advantage of reducing stress and burden imposed on subjects.", 
"Digital data has become an important aspect of machine learning and is present in huge volumes on the internet. Text summarization helps in condensing documents, and extract the important facts represented in it. In this paper, we compare different techniques to identify low and medium frequency words in hotel reviews.",An Evaluation of Word Frequency Techniques for Text Summarization Using Sentiment Analysis Approach,"Digital data has become an important aspect of machine learning and is present in huge volumes on the internet. To use this data efficiently, data handling and processing techniques are required to filter out information from documents and store them. An application of natural language processing, which helps in handling volumes of data, is text summarization. Text summarization helps in condensing documents, and extract the important facts represented in it. There are two techniques in text summarization: abstractive and extractive summarization. Extractive Summarization extracts keywords from the document and combines them to provide a semantically incorrect summary, whereas, Abstractive Summarization produces a semantically correct summary of the text. In this paper, we compare different techniques to identify low and medium frequency words in hotel reviews. We evaluate the techniques based on the correct identification of positive and negative words.",  
"This paper explores the development of the digital forensics process. It compares and contrasts four particular forensic methodologies, and proposes an abstract model. The model attempts to address some of the shortcomings of previous methodologies. It provides a consistent and standardized framework for digital forensic tool development.",An Examination of Digital Forensic Models,"Law enforcement is in a perpetual race with criminals in the application of digital technologies, and requires the development of tools to systematically search digital devices for pertinent evidence. Another part of this race, and perhaps more crucial, is the development of a methodology in digital forensics that encompasses the forensic analysis of all genres of digital crime scene investigations. This paper explores the development of the digital forensics process, compares and contrasts four particular forensic methodologies, and finally proposes an abstract model of the digital forensic procedure. This model attempts to address some of the shortcomings of previous methodologies, and provides the following advantages: a consistent and standardized framework for digital forensic tool development; a mechanism for applying the framework to future digital technologies; a generalized methodology that judicial members can use to relate technology to non-technical observers; and, the potential for incorporating nondigital electronic technologies within the abstraction.", 
This paper aims to explore document impact on summarization performance. We propose a document-based graph model to incorporate the document-level information and the sentence-to-document relationship into the graph-based ranking process. Experimental results on the DUC2001 and DUC2002 datasets demonstrate the good effectiveness of the proposed model.,An exploration of document impact on graph-based multi-document summarization,"The graph-based ranking algorithm has been recently exploited for multi-document summarization by making only use of the sentence-to-sentence relationships in the documents, under the assumption that all the sentences are indistinguishable. However, given a document set to be summarized, different documents are usually not equally important, and moreover, different sentences in a specific document are usually differently important. This paper aims to explore document impact on summarization performance. We propose a document-based graph model to incorporate the document-level information and the sentence-to-document relationship into the graph-based ranking process. Various methods are employed to evaluate the two factors. Experimental results on the DUC2001 and DUC2002 datasets demonstrate that the good effectiveness of the proposed model. Moreover, the results show the robustness of the proposed model.", 
"In this study, we propose an Arabic text summarization approach based on extractive graph-based approaches. Several basic units such as stem, word, and n-gram are applied in the summarization process. The Arabic document is represented as a graph and we used the shortest path algorithm to extract the summary.",An extractive graph-based Arabic text summarization approach,"In this study, we proposed an Arabic text summarization approach based on extractive graph-based approaches. In order to measure the efficiency of the proposed approach, several basic units such as stem, word, and n-gram are applied in the summarization process. The Arabic document is represented as a graph and we used the shortest path algorithm to extract the summary. Similarity between any two sentences is determined by ranking the sentences according to some statistical features. The final score is determined for each sentence using PageRank scoring, and finally, the sentences with high scores are included in the summary considering the compression ratio. The proposed approach is evaluated using EASC corpus, and intrinsic evaluation method. The results showed that the proposed approach achieved good results. Also, the results showed that the use of n-grams as a basic unit in summarization process achieved better results than the stem and word.", 
Big Data analytics helps enterprises and institutions to understand and identify the usability of large amount of data generated by their routine operations. Many types of actionable insights can be found from these type of semi-structured text data. In this paper we are proposing a recommendation system model for understanding and finding actionable insight.,An extractive text summarization approach for analyzing educational institution's review and feedback data,Big Data analytics helps the enterprises and institutions to understand and identify the usability of large amount of data generated by their routine operations. All most third forth part of these types of data is semi-structured text data. Many types of actionable insights can be found from these type of semi-structured text data that can help strategic management for making right decision. In this paper we are proposing a recommendation system model for understanding and finding actionable insight from the large amount of text data generated for an educational institution. Here we are discussing different type of data generation sources of this types of data as well as data cleaning processes required. The wordcloud for an educational institution is published that help strategic management for understanding the sentiment of different stack holders mainly students. Herewith we are identifying different types of findings from these sets of words that helps for betterment in the functionaries of an Educational Institution., 
"Automatic text summarization is an exertion of contriving the abridged form of a text document covering salient knowledge. For under-resourced languages such as Hindi, automatic text summarizing is still an unsolved problem. In this paper, we propose an extractive lexical knowledge-rich topic modeling text summarization approach for Hindi novels and stories.",An extractive text summarization approach using tagged-LDA based topic modeling,"Automatic text summarization is an exertion of contriving the abridged form of a text document covering salient knowledge. Numerous statistical, linguistic, rule-based, and position-based text summarization approaches have been explored for different rich-resourced languages. For under-resourced languages such as Hindi, automatic text summarization is a challenging task and still an unsolved problem. Another issue with such languages is the unavailability of corpus and the inadequacy of the processing tools. In this paper, we proposed an extractive lexical knowledge-rich topic modeling text summarization approach for Hindi novels and stories in which we implemented four independent variants using different sentence weighting schemes. We prepared a corpus of Hindi Novels and stories since the absence of a corpus. We used a smoothing technique for edifying and variety summaries followed by evaluating the efficacy of generated summaries against three metrics (gist diversity, retention ratio, and ROUGE score). The results manifest that the proposed model produces abridge, articulate and coherent summaries. To investigate the performance of the proposed model, we simulate the experiments on the English dataset as well. Further, we compare our models with the baselines and traditional topic modeling approach, where we show that the proposed model has confessed optimal results.", 
"This paper presents a method for text summarization which extracts important sentences from a single or multiple Bengali documents. The input document(s) should be pre-processed by tokenization, stemming operation and word score. K-means clustering algorithm has been applied to produce the final summary.",An extractive text summarization technique for Bengali document(s) using K-means clustering algorithm,"Text summarization, a field of data mining, is very important for developing various real-life applications. Many techniques have been developed for summarizing English text(s). But, a few attempts have been made for Bengali text because of its some multifaceted structure. This paper presents a method for text summarization which extracts important sentences from a single or multiple Bengali documents. The input document(s) should be pre-processed by tokenization, stemming operation etc. Then, word score is calculated by Term- Frequency/Inverse Document Frequency (TF/IDF) and sentence score is determined by summing up its constituent words’ scores with its position. Cue and skeleton words have also been considered to calculate the sentence score. For single or multiple documents, K-means clustering algorithm has been applied to produce the final summary. The experimental result shows satisfactory outputs in comparison to the existing approaches possessing linear run time complexity.", 
